streetNumber,streetName,streetType,suburb,postcode,state,geoLocation,Lat,,Lng,propertyType,bedrooms,bathrooms,carspaces,result,agent,id,agencyId,agencyName,agencyProfilePageUrl,propertyDetailsUrl,price,unitNumber,second_ID,canonicalUrl,areaSize,photos,LGA,lga_desc,lga_ID,"Post
Code",Municipality,MunicipalityCode,RegionName,"Region
Code","Property
Count"
7,Dickens,St,Parkdale,3195,Vic,{'latitude':,-37.990795,'longitude':,145.071306,House,3,2,2,AUHB,Hodges Sandringham,2017654488,3917,Hodges Real Estate Sandringham,https://www.domain.com.au/real-estate-agencies/hodgesrealestatesandringham-3917,https://www.domain.com.au/7-dickens-street-parkdale-vic-3195-2017654488,2175000,,MK-0278-JL,0,0,0,Kingston (C),Kingston (C),28,3888,East Gippsland Shire Council,53601,Eastern Victoria,2,14
26,The Corso,,Parkdale,3195,Vic,{'latitude':,-37.993307,'longitude':,145.0722954,Townhouse,3,1,2,AUSD,Buxton Mentone,2017640680,3937,Buxton Real Estate Mentone,https://www.domain.com.au/real-estate-agencies/buxtonrealestatementone-3937,https://www.domain.com.au/2-26-the-corso-parkdale-vic-3195-2017640680,1420000,2,PI-2939-TR,0,0,0,Kingston (C),Kingston (C),28,3673,Benalla Rural City Council,57901,Northern Victoria,4,12
3,Manningham,St,Parkville,3052,Vic,{'latitude':,-37.7884488,'longitude':,144.9428907,House,3,2,0,AUSD,Belle Property Carlton,2017646855,24322,Belle Property Carlton,https://www.domain.com.au/real-estate-agencies/bellepropertycarlton-24322,https://www.domain.com.au/3-manningham-street-parkville-vic-3052-2017646855,1445000,,RH-6331-DO,0,0,0,Melbourne (C),Melbourne (C),2,3472,Central Goldfields Shire Council,56301,Western Victoria,8,31
54,The Avenue,,Parkville,3052,Vic,{'latitude':,-37.7867198,'longitude':,144.9572056,Townhouse,3,1,1,AUSP,Nelson Alexander Carlton,2017666718,4719,Nelson Alexander | Carlton,https://www.domain.com.au/real-estate-agencies/nelsonalexandercarlton-4719,https://www.domain.com.au/14-54-the-avenue-parkville-vic-3052-2017666718,1005000,14,PI-2939-TR,0,0,0,Melbourne (C),Melbourne (C),2,3338,Melton City Council,55402,Western Victoria,8,3524
24C,Arndt,Rd,Pascoe Vale,3044,Vic,{'latitude':,-37.7206337,'longitude':,144.9322928,House,3,2,2,AUVB,MATTHEWS,2017649218,35262,MATTHEWS.,https://www.domain.com.au/real-estate-agencies/matthews-35262,https://www.domain.com.au/24c-arndt-road-pascoe-vale-vic-3044-2017649218,840000,,OO-0025-SG,0,0,0,Moreland (C),Moreland (C),11,3012,Brimbank City Council,54202,Western Metropolitan,7,17
9,Arnold,Ct,Pascoe Vale,3044,Vic,{'latitude':,-37.721766,'longitude':,144.9340005,Townhouse,3,2,2,AUSP,Eview Group - C+M Residential,2017452067,28112,Eview Group - C+M Residential,https://www.domain.com.au/real-estate-agencies/eviewgroupcmresidential-28112,https://www.domain.com.au/1-9-arnold-court-pascoe-vale-vic-3044-2017452067,955000,1,CV-6652-TJ,0,0,0,Moreland (C),Moreland (C),11,3012,Hobsons Bay City Council,50901,Western Metropolitan,7,1070
178,Cumberland,Rd,Pascoe Vale,3044,Vic,{'latitude':,-37.7258427,'longitude':,144.9398046,House,4,2,2,AUSP,Jellis Craig Essendon,2017638211,13365,Jellis Craig Essendon,https://www.domain.com.au/real-estate-agencies/jelliscraigessendon-13365,https://www.domain.com.au/178-cumberland-road-pascoe-vale-vic-3044-2017638211,1575000,,NE-6582-FQ,0,0,0,Moreland (C),Moreland (C),11,3896,East Gippsland Shire Council,53601,Eastern Victoria,2,10
39,Danin,St,Pascoe Vale,3044,Vic,{'latitude':,-37.723385,'longitude':,144.928883,Unit,3,1,1,AUVB,Brad Teal Woodards Pascoe Vale,2017647666,4898,Brad Teal Woodards Pascoe Vale,https://www.domain.com.au/real-estate-agencies/bradtealwoodardspascoevale-4898,https://www.domain.com.au/1-39-danin-street-pascoe-vale-vic-3044-2017647666,630000,1,TK-2546-FE,0,0,0,Moreland (C),Moreland (C),11,3364,Hepburn Shire Council,56404,Western Victoria,8,88
19,Main,St,Pascoe Vale,3044,Vic,{'latitude':,-37.724999,'longitude':,144.9206027,Townhouse,4,2,2,AUSD,Barry Plant Glenroy,2017643723,11897,Barry Plant Glenroy,https://www.domain.com.au/real-estate-agencies/barryplantglenroy-11897,https://www.domain.com.au/1-19-main-street-pascoe-vale-vic-3044-2017643723,1080000,1,QQ-3182-OI,0,0,0,Moreland (C),Moreland (C),11,3418,Hindmarsh Shire Council,57302,Western Victoria,8,18
22,Zenith,St,Pascoe Vale,3044,Vic,{'latitude':,-37.7244223,'longitude':,144.9353677,House,3,1,2,AUSP,McGrath Coburg / Brunswick,2017640769,275,McGrath Coburg / Brunswick,https://www.domain.com.au/real-estate-agencies/mcgrathcoburgbrunswick-275,https://www.domain.com.au/22-zenith-street-pascoe-vale-vic-3044-2017640769,1251000,,NK-2804-BU,0,0,0,Moreland (C),Moreland (C),11,3350,Ballarat City Council,50301,Western Victoria,8,17
23,Davern,St,Pascoe Vale South,3044,Vic,{'latitude':,-37.7346427,'longitude':,144.9328587,House,3,2,2,AUSP,NAY Pascoe Vale,2017646625,5894,Nelson Alexander Pascoe Vale,https://www.domain.com.au/real-estate-agencies/nelsonalexanderpascoevale-5894,https://www.domain.com.au/23-davern-street-pascoe-vale-south-vic-3044-2017646625,1555000,,TW-3842-AF,0,0,0,Moreland (C),Moreland (C),11,3350,Ballarat City Council,50301,Western Victoria,8,1129
1a,Peronne,St,Pascoe Vale South,3044,Vic,{'latitude':,-37.7402603,'longitude':,144.9396111,Unit,2,1,1,AUSD,Barry Plant Coburg,2017650537,6048,Barry Plant Coburg,https://www.domain.com.au/real-estate-agencies/bpdcoburg,https://www.domain.com.au/1a-peronne-street-pascoe-vale-south-vic-3044-2017650537,840000,,MR-4242-KP,0,0,0,Moreland (C),Moreland (C),11,3350,Ballarat City Council,50302,Western Victoria,8,661
28,Reynolds,Pde,Pascoe Vale South,3044,Vic,{'latitude':,-37.7438323,'longitude':,144.9396971,House,3,1,2,AUSP,NAY Pascoe Vale,2017632772,5894,Nelson Alexander Pascoe Vale,https://www.domain.com.au/real-estate-agencies/nelsonalexanderpascoevale-5894,https://www.domain.com.au/28-reynolds-parade-pascoe-vale-south-vic-3044-2017632772,1275000,,WS-3104-FB,0,0,0,Moreland (C),Moreland (C),11,3350,Ballarat City Council,50302,Western Victoria,8,3
162,Haze,Dr,Point Cook,3030,Vic,{'latitude':,-37.9080324,'longitude':,144.7670867,House,4,2,2,AUSD,Advantage Property Group,2017661572,20243,Advantage Property Group,https://www.domain.com.au/real-estate-agencies/advantagepropertygroup-20243,https://www.domain.com.au/162-haze-drive-point-cook-vic-3030-2017661572,627000,,CX-4040-ES,0,0,0,Wyndham (C),Wyndham (C),8,3685,Indigo Shire Council,52601,Northern Victoria,4,42
7,Bridge,St,Port Melbourne,3207,Vic,{'latitude':,-37.8389556,'longitude':,144.9469339,House,4,2,0,AUSD,Jellis Craig Port Phillip Pty Ltd,2017647847,17566,Jellis Craig Port Phillip,https://www.domain.com.au/real-estate-agencies/jelliscraigportphillip-17566,https://www.domain.com.au/7-bridge-street-port-melbourne-vic-3207-2017647847,2000000,,BX-8058-DZ,0,0,0,Melbourne (C),Melbourne (C),2,3749,Indigo Shire Council,52601,Northern Victoria,4,32
1,Danks,St W,Port Melbourne,3207,Vic,{'latitude':,-37.8437928,'longitude':,144.9430323,Unit,2,1,1,AUSP,Jellis Craig Port Phillip Pty Ltd,2017630754,17566,Jellis Craig Port Phillip,https://www.domain.com.au/real-estate-agencies/jelliscraigportphillip-17566,https://www.domain.com.au/501-1-danks-street-west-port-melbourne-vic-3207-2017630754,890000,501,BJ-7968-AN,0,0,0,Melbourne (C),Melbourne (C),2,3268,Corangamite Shire Council,51605,Western Victoria,8,53
2,Rouse,St,Port Melbourne,3207,Vic,{'latitude':,-37.8443239,'longitude':,144.9437223,Unit,1,1,1,AUSD,Simon Graf Real Estate,2017627003,34533,Simon Graf Real Estate,https://www.domain.com.au/real-estate-agencies/simongrafrealestate-34533,https://www.domain.com.au/305-2-rouse-street-port-melbourne-vic-3207-2017627003,660000,305,LT-6528-AS,0,0,0,Melbourne (C),Melbourne (C),2,3056,Moreland City Council,51001,Northern Metropolitan,3,2966
14,Brown,St,Portarlington,3223,Vic,{'latitude':,-38.1164876,'longitude':,144.653439,House,3,2,1,AUSD,S&L Bellarine,2017651147,21356,Stockdale & Leggo Bellarine,https://www.domain.com.au/real-estate-agencies/stockdaleleggobellarine-21356,https://www.domain.com.au/14-brown-street-portarlington-vic-3223-2017651147,1636000,,SQ-4438-FG,0,0,0,Greater Geelong (C),Greater Geelong (C),33,3056,Moreland City Council,51003,Northern Metropolitan,3,10130
19,Irving,Av,Prahran,3181,Vic,{'latitude':,-37.8577227,'longitude':,145.0069062,Unit,2,1,1,AUHB,Belle Property Armadale,2017654168,3703,Belle Property Armadale,https://www.domain.com.au/real-estate-agencies/bellepropertyarmadale-3703,https://www.domain.com.au/10-19-irving-avenue-prahran-vic-3181-2017654168,530000,10,RN-7437-OU,0,0,0,Stonnington (C),Stonnington (C),22,3057,Moreland City Council,51001,Northern Metropolitan,3,667
1,Bruce,St,Preston,3072,Vic,{'latitude':,-37.742831,'longitude':,145.002352,Townhouse,3,1,1,AUSD,Jellis Craig Northcote,2017649643,15667,Jellis Craig Northcote,https://www.domain.com.au/real-estate-agencies/jelliscraignorthcote-15667,https://www.domain.com.au/4-1-bruce-street-preston-vic-3072-2017649643,975000,4,KL-7884-IA,0,0,0,Darebin (C),Darebin (C),14,3057,Moreland City Council,51003,Northern Metropolitan,3,6120
28,Charles,St,Preston,3072,Vic,{'latitude':,-37.7336787,'longitude':,144.9883845,House,2,1,1,AUSD,BP Inner North,2017649223,32225,Barry Plant Inner North,https://www.domain.com.au/real-estate-agencies/barryplantinnernorth-32225,https://www.domain.com.au/28-charles-street-preston-vic-3072-2017649223,830500,,EA-3725-XC,0,0,0,Darebin (C),Darebin (C),14,3055,Moreland City Council,51001,Northern Metropolitan,3,726
34,Dean,St,Preston,3072,Vic,{'latitude':,-37.7355335,'longitude':,145.0178834,House,4,2,2,AUSD,Nelson Alexander Preston,2017649303,4724,Nelson Alexander Preston,https://www.domain.com.au/real-estate-agencies/nelsonalexanderpreston-4724,https://www.domain.com.au/34-dean-street-preston-vic-3072-2017649303,1430000,,DQ-4258-GN,0,0,0,Darebin (C),Darebin (C),14,3055,Moreland City Council,51002,Northern Metropolitan,3,1408
23,Mt Pleasant,Rd,Preston,3072,Vic,{'latitude':,-37.7445466,'longitude':,144.9828046,House,2,1,1,AUSD,BP Inner North,2017651822,32225,Barry Plant Inner North,https://www.domain.com.au/real-estate-agencies/barryplantinnernorth-32225,https://www.domain.com.au/23-mt-pleasant-road-preston-vic-3072-2017651822,1115000,,PV-5575-XH,0,0,0,Darebin (C),Darebin (C),14,3055,Moreland City Council,51003,Northern Metropolitan,3,5553
63-65,Roseberry,Av,Preston,3072,Vic,{'latitude':,-37.7389977,'longitude':,145.004457,Unit,1,1,1,AUSP,BP Inner North,2017650977,32225,Barry Plant Inner North,https://www.domain.com.au/real-estate-agencies/barryplantinnernorth-32225,https://www.domain.com.au/6-63-65-roseberry-avenue-preston-vic-3072-2017650977,415500,6,IQ-8723-XU,0,0,0,Darebin (C),Darebin (C),14,3885,East Gippsland Shire Council,53601,Eastern Victoria,2,420
70-72,St Georges,Rd,Preston,3072,Vic,{'latitude':,-37.743676,'longitude':,144.9983408,Townhouse,3,3,1,AUHB,Holland Price Real Estate,2017638694,27784,_Holland Price Real Estate,https://www.domain.com.au/real-estate-agencies/hollandpricerealestate-27784,https://www.domain.com.au/18-70-72-st-georges-road-preston-vic-3072-2017638694,690000,18,OQ-7967-GY,0,0,0,Darebin (C),Darebin (C),14,3375,Ararat Rural City Council,51401,Western Victoria,8,60
11,The Mews,,Preston,3072,Vic,{'latitude':,-37.7500208,'longitude':,144.9844831,House,3,3,2,AUSD,Nelson Alexander Preston,2017648449,4724,Nelson Alexander Preston,https://www.domain.com.au/real-estate-agencies/nelsonalexanderpreston-4724,https://www.domain.com.au/11-the-mews-preston-vic-3072-2017648449,1060000,,PI-2939-TR,0,0,0,Darebin (C),Darebin (C),14,3375,Pyrenees Shire Council,51902,Western Victoria,8,5
180,Tyler,St,Preston,3072,Vic,{'latitude':,-37.7312212,'longitude':,145.0172376,House,3,1,2,AUSD,RW Reservoir,2017646818,15989,Ray White Reservoir,https://www.domain.com.au/real-estate-agencies/rwreservoir,https://www.domain.com.au/180-tyler-street-preston-vic-3072-2017646818,1205000,,YB-8648-HB,0,0,0,Darebin (C),Darebin (C),14,3375,Pyrenees Shire Council,51904,Western Victoria,8,4
205,Tyler,St,Preston,3072,Vic,{'latitude':,-37.7316812,'longitude':,145.0178403,House,4,2,3,AUSD,RW Preston,2017646986,28013,Ray White Preston,https://www.domain.com.au/real-estate-agencies/raywhitepreston-28013,https://www.domain.com.au/205-tyler-street-preston-vic-3072-2017646986,1050000,,IP-9392-PP,0,0,0,Darebin (C),Darebin (C),14,3885,East Gippsland Shire Council,53601,Eastern Victoria,2,140
2,Ventnor,St,Preston,3072,Vic,{'latitude':,-37.7488897,'longitude':,144.9844614,House,3,1,1,AUSD,hockingstuart Preston,2017639874,2630,hockingstuart Preston,https://www.domain.com.au/real-estate-agencies/hockingstuartpreston-2630,https://www.domain.com.au/2-ventnor-street-preston-vic-3072-2017639874,1100000,,KJ-4349-PT,0,0,0,Darebin (C),Darebin (C),14,3885,East Gippsland Shire Council,53601,Eastern Victoria,2,51
10,Army,Av,Reservoir,3073,Vic,{'latitude':,-37.72258,'longitude':,144.9918419,Unit,2,1,1,AUSD,Barry Plant Reservoir,2017649072,15050,Barry Plant Reservoir,https://www.domain.com.au/real-estate-agencies/barryplantreservoir-15050,https://www.domain.com.au/3-10-army-avenue-reservoir-vic-3073-2017649072,740000,3,TF-5735-CD,0,0,0,Darebin (C),Darebin (C),14,3740,Alpine Shire Council,52201,Northern Victoria,4,74
18,Barron,St,Reservoir,3073,Vic,{'latitude':,-37.7052368,'longitude':,144.9862903,House,3,1,2,AUSA,Ray White Epping,2017649455,12728,Ray White Epping,https://www.domain.com.au/real-estate-agencies/rwepping,https://www.domain.com.au/18-barron-street-reservoir-vic-3073-2017649455,935000,,CS-1597-ZJ,0,0,0,Darebin (C),Darebin (C),14,3240,Surf Coast Shire Council,50104,Western Victoria,8,85
10,Bendigo,St,Reservoir,3073,Vic,{'latitude':,-37.7253811,'longitude':,145.0162905,House,3,1,2,AUSD,Nelson Alexander Reservoir,2017648781,30296,Nelson Alexander Reservoir,https://www.domain.com.au/real-estate-agencies/nelsonalexanderreservoir-30296,https://www.domain.com.au/10-bendigo-street-reservoir-vic-3073-2017648781,1340000,,VR-2726-YJ,0,0,0,Darebin (C),Darebin (C),14,3301,Southern Grampians Shire Council,52001,Western Victoria,8,9
11,Dunolly,Cr,Reservoir,3073,Vic,{'latitude':,-37.715739,'longitude':,145.02118,Unit,2,1,1,AUSD,hockingstuart Preston,2017639766,2630,hockingstuart Preston,https://www.domain.com.au/real-estate-agencies/hockingstuartpreston-2630,https://www.domain.com.au/4-11-dunolly-crescent-reservoir-vic-3073-2017639766,472500,4,YJ-9013-GE,0,0,0,Darebin (C),Darebin (C),14,3525,Buloke Shire Council,57101,Northern Victoria,4,1
15,Kennedy,St,Reservoir,3073,Vic,{'latitude':,-37.7227224,'longitude':,144.9867637,Unit,2,1,1,AUSP,Walshe & Whitelock Pty Ltd,2017637241,29046,Walshe & Whitelock Pty Ltd,https://www.domain.com.au/real-estate-agencies/walshewhitelockptyltd-29046,https://www.domain.com.au/2-15-kennedy-street-reservoir-vic-3073-2017637241,727000,2,SW-0051-UE,0,0,0,Darebin (C),Darebin (C),14,3525,Buloke Shire Council,57101,Western Victoria,8,18
38,Miranda,Rd,Reservoir,3073,Vic,{'latitude':,-37.7069311,'longitude':,145.0229666,Unit,2,1,2,AUSD,Nelson Alexander Reservoir,2017650840,30296,Nelson Alexander Reservoir,https://www.domain.com.au/real-estate-agencies/nelsonalexanderreservoir-30296,https://www.domain.com.au/3-38-miranda-road-reservoir-vic-3073-2017650840,645000,3,PO-8029-PQ,0,0,0,Darebin (C),Darebin (C),14,3525,Loddon Shire Council,56501,Western Victoria,8,7
35,Oconnor,St,Reservoir,3073,Vic,{'latitude':,-37.7104878,'longitude':,145.0015689,Townhouse,2,2,1,AUSP,Eview Group - C+M Residential,2017642391,28112,Eview Group - C+M Residential,https://www.domain.com.au/real-estate-agencies/eviewgroupcmresidential-28112,https://www.domain.com.au/1-35-oconnor-street-reservoir-vic-3073-2017642391,872500,1,JX-6657-AQ,0,0,0,Darebin (C),Darebin (C),14,3870,Latrobe City Council,53703,Eastern Victoria,2,62
142,Purinuan,Rd,Reservoir,3073,Vic,{'latitude':,-37.707522,'longitude':,145.016841,House,4,2,3,AUSD,RW Reservoir,2017646756,15989,Ray White Reservoir,https://www.domain.com.au/real-estate-agencies/rwreservoir,https://www.domain.com.au/1-142-purinuan-road-reservoir-vic-3073-2017646756,885000,1,GW-5945-RY,0,0,0,Darebin (C),Darebin (C),14,3579,Gannawarra Shire Council,57201,Northern Victoria,4,2
76A,Purinuan,Rd,Reservoir,3073,Vic,{'latitude':,-37.708175,'longitude':,145.024643,Unit,3,1,2,AUSD,RW Reservoir,2017646838,15989,Ray White Reservoir,https://www.domain.com.au/real-estate-agencies/rwreservoir,https://www.domain.com.au/3-76a-purinuan-road-reservoir-vic-3073-2017646838,691000,3,BO-8632-UB,0,0,0,Darebin (C),Darebin (C),14,3958,South Gippsland Shire Council,53802,Eastern Victoria,2,85
177,Rathcown,Rd,Reservoir,3073,Vic,{'latitude':,-37.70853,'longitude':,145.013957,Unit,2,1,2,AUSD,RW Preston,2017647022,28013,Ray White Preston,https://www.domain.com.au/real-estate-agencies/raywhitepreston-28013,https://www.domain.com.au/1-177-rathcown-road-reservoir-vic-3073-2017647022,505000,1,CN-0686-DL,0,0,0,Darebin (C),Darebin (C),14,3958,South Gippsland Shire Council,53803,Eastern Victoria,2,54
43,Churchill,Av,Reservoir,3073,Vic,{'latitude':,-37.6936745,'longitude':,144.9789863,Unit,2,2,1,PTSD,Barry Plant Reservoir,2017645285,15050,Barry Plant Reservoir,https://www.domain.com.au/real-estate-agencies/barryplantreservoir-15050,https://www.domain.com.au/2-43-churchill-avenue-reservoir-vic-3073-2017645285,650000,2,UF-8628-LL,0,0,0,Darebin (C),Darebin (C),14,3737,Alpine Shire Council,52201,Northern Victoria,4,122
186,Coppin,St,Richmond,3121,Vic,{'latitude':,-37.824438,'longitude':,145.002569,House,3,2,4,AUSD,B&S Richmond,2017654592,3355,Biggin & Scott Richmond,https://www.domain.com.au/real-estate-agencies/bigginscottrichmond-3355,https://www.domain.com.au/186-coppin-street-richmond-vic-3121-2017654592,3250000,,DG-5658-IX,0,0,0,Yarra (C),Yarra (C),12,3314,Southern Grampians Shire Council,52001,Western Victoria,8,36
1,Dyer,St,Richmond,3121,Vic,{'latitude':,-37.8175517,'longitude':,145.0037663,Unit,3,2,3,AUSP,Jellis Craig Richmond & Surrounds,2017653285,21535,Jellis Craig Richmond & Surrounds,https://www.domain.com.au/real-estate-agencies/jelliscraigrichmondsurrounds-21535,https://www.domain.com.au/923-1-dyer-street-richmond-vic-3121-2017653285,2055000,923,KY-8254-DU,0,0,0,Yarra (C),Yarra (C),12,3890,East Gippsland Shire Council,53601,Eastern Victoria,2,5
73-75,Somerset,St,Richmond,3121,Vic,{'latitude':,-37.8155706,'longitude':,145.0036151,Townhouse,2,1,1,AUSD,B&S Richmond,2017653573,3355,Biggin & Scott Richmond,https://www.domain.com.au/real-estate-agencies/bigginscottrichmond-3355,https://www.domain.com.au/3-75-somerset-street-richmond-vic-3121-2017653573,1005000,3,CF-7499-AF,0,0,0,Yarra (C),Yarra (C),12,3586,Swan Hill Rural City Council,57001,Northern Victoria,4,2
22,The Crofts,,Richmond,3121,Vic,{'latitude':,-37.8198518,'longitude':,144.991035,House,2,1,0,AUSD,Belle Property Richmond,2017651670,3719,Belle Property Richmond,https://www.domain.com.au/real-estate-agencies/bellepropertyrichmond-3719,https://www.domain.com.au/22-the-crofts-richmond-vic-3121-2017651670,1445000,,PI-2939-TR,0,0,0,Yarra (C),Yarra (C),12,3377,Northern Grampians Shire Council,57401,Western Victoria,8,14
408,Victoria,St,Richmond,3121,Vic,{'latitude':,-37.8113337,'longitude':,145.0053312,Townhouse,3,1,1,AUVB,Belle Property Armadale,2017650453,3703,Belle Property Armadale,https://www.domain.com.au/real-estate-agencies/bellepropertyarmadale-3703,https://www.domain.com.au/7-408-victoria-street-richmond-vic-3121-2017650453,900000,7,AZ-2782-UO,0,0,0,Yarra (C),Yarra (C),12,3428,Hume City Council,54802,Western Metropolitan,7,271
37,Bedford,Rd,Ringwood,3134,Vic,{'latitude':,-37.8156602,'longitude':,145.2352197,Unit,2,1,1,AUSD,Biggin & Scott Glen Waverley,2017653823,24636,Biggin & Scott Glen Waverley,https://www.domain.com.au/real-estate-agencies/bigginscottglenwaverley-24636,https://www.domain.com.au/2-37-bedford-road-ringwood-vic-3134-2017653823,610000,2,OR-4317-HW,0,0,0,Maroondah (C),Maroondah (C),21,3428,Hume City Council,54802,Northern Metropolitan,3,5
19,Hugh,St,Ringwood,3134,Vic,{'latitude':,-37.7957681,'longitude':,145.2476092,House,2,1,2,AUSP,RW Croydon (Vic),2017650384,17921,Ray White Croydon,https://www.domain.com.au/real-estate-agencies/raywhitecroydon-17921,https://www.domain.com.au/19-hugh-street-ringwood-vic-3134-2017650384,755000,,ZN-6427-HO,0,0,0,Maroondah (C),Maroondah (C),21,3266,Corangamite Shire Council,51604,Western Victoria,8,9
179,Wantirna,Rd,Ringwood,3134,Vic,{'latitude':,-37.8331693,'longitude':,145.2276685,House,3,2,1,AUSD,Treeby Property Group Pty Ltd,2017649422,35785,Treeby Commercial Real Estate,https://www.domain.com.au/real-estate-agencies/treebycommercialrealestate-35785,https://www.domain.com.au/179-wantirna-road-ringwood-vic-3134-2017649422,750000,,ZU-5928-YF,0,0,0,Maroondah (C),Maroondah (C),21,3352,Hepburn Shire Council,56404,Western Victoria,8,2
32,Sherbrook,Av,Ringwood,,,,,,,House,3,,,PTSD,HAR Judd White,0,0,,,https://www.domain.com.au/property-profile/32-sherbrook-avenue-ringwood-vic-3134,1680000,,PI-2939-TR,0,0,0,,,,3352,Moorabool Shire Council,50403,Western Victoria,8,38
38,Grey,St,Ringwood East,3135,Vic,{'latitude':,-37.8081019,'longitude':,145.2569917,Unit,2,1,1,AUSD,Fletchers Maroondah,2017650961,23129,Fletchers Maroondah,https://www.domain.com.au/real-estate-agencies/fletchersmaroondah-23129,https://www.domain.com.au/1-38-grey-street-ringwood-east-vic-3135-2017650961,690000,1,UV-1802-BJ,0,0,0,Maroondah (C),Maroondah (C),21,3461,Hepburn Shire Council,56403,Northern Victoria,4,48
4,Jess,Ct,Ringwood East,3135,Vic,{'latitude':,-37.8186014,'longitude':,145.2596104,House,3,2,2,AUSP,McGrath Croydon,2017639938,16084,McGrath Croydon,https://www.domain.com.au/real-estate-agencies/mcgrathcroydon-16084,https://www.domain.com.au/4-jess-court-ringwood-east-vic-3135-2017639938,915000,,DC-8815-IG,0,0,0,Maroondah (C),Maroondah (C),21,3461,Hepburn Shire Council,56403,Northern Victoria,4,15
5,Montalbo,Rd,Ringwood North,3134,Vic,{'latitude':,-37.8077923,'longitude':,145.2180088,House,6,4,2,AUSD,The Agency Boroondara,2017641232,32071,The Agency Boroondara,https://www.domain.com.au/real-estate-agencies/theagencyboroondara-32071,https://www.domain.com.au/5-montalbo-road-ringwood-north-vic-3134-2017641232,1545000,,VO-7390-LT,0,0,0,Maroondah (C),Maroondah (C),21,3461,Moorabool Shire Council,50404,Northern Victoria,4,10
16,Dunsmuir,Dr,Rosebud,3939,Vic,{'latitude':,-38.3693494,'longitude':,144.9038341,House,3,1,2,AUSD,BP Rosebud,2017635916,21537,Barry Plant Rosebud,https://www.domain.com.au/real-estate-agencies/barryplantrosebud-21537,https://www.domain.com.au/16-dunsmuir-drive-rosebud-vic-3939-2017635916,794000,,TC-6803-QN,0,0,0,Mornington Peninsula (S),Mornington Peninsula (S),81,3105,Manningham City Council,55101,Eastern Metropolitan,1,4027
2,Murrowong,Av,Rosebud,3939,Vic,{'latitude':,-38.3648917,'longitude':,144.8917542,House,2,1,5,AUSP,Ray White Rosebud,2017642943,16668,Ray White Rosebud,https://www.domain.com.au/real-estate-agencies/raywhiterosebud-16668,https://www.domain.com.au/2-murrowong-avenue-rosebud-vic-3939-2017642943,1030000,,CM-4378-HV,0,0,0,Mornington Peninsula (S),Mornington Peninsula (S),81,3105,Manningham City Council,55106,Eastern Metropolitan,1,634
33,Pickworth,Cr,Rowville,3178,Vic,{'latitude':,-37.9348275,'longitude':,145.2442793,House,5,3,2,AUSD,Ray White Ferntree Gully,2017643414,7876,Ray White Ferntree Gully,https://www.domain.com.au/real-estate-agencies/raywhiteferntreegully-7876,https://www.domain.com.au/33-pickworth-crescent-rowville-vic-3178-2017643414,1625000,,KD-2089-NP,0,0,0,Knox (C),Knox (C),25,3437,Macedon Ranges Shire Council,56602,Northern Victoria,4,251
39,Simon,Av,Rowville,3178,Vic,{'latitude':,-37.9234208,'longitude':,145.2409834,House,5,2,2,AUSD,RW Oakleigh,2017655876,12122,Ray White Oakleigh,https://www.domain.com.au/real-estate-agencies/raywhiteoakleigh-12122,https://www.domain.com.au/39-simon-avenue-rowville-vic-3178-2017655876,1282000,,RA-9830-AD,0,0,0,Knox (C),Knox (C),25,3700,Towong Shire Council,53201,Northern Victoria,4,33
4,Fouz,St,Roxburgh Park,3064,Vic,{'latitude':,-37.6212514,'longitude':,144.9303396,House,4,2,2,AUSP,R&H Roxburgh Park,2017662516,21659,Raine & Horne Roxburgh Park,https://www.domain.com.au/real-estate-agencies/rainehorneroxburghpark-21659,https://www.domain.com.au/4-fouz-street-roxburgh-park-vic-3064-2017662516,502000,,KJ-5352-PE,0,0,0,Hume (C),Hume (C),10,3875,East Gippsland Shire Council,53601,Eastern Victoria,2,18
541,Browns,Rd,Rye,3941,Vic,{'latitude':,-38.390965,'longitude':,144.7951558,House,3,2,1,AUHB,Prentice Real Estate,2017668862,8421,Prentice Real Estate,https://www.domain.com.au/real-estate-agencies/prenticerealestate-8421,https://www.domain.com.au/541-browns-road-rye-vic-3941-2017668862,1500000,,AP-5260-HT,0,0,0,Mornington Peninsula (S),Mornington Peninsula (S),81,3821,Baw Baw Shire Council,53502,Eastern Victoria,2,192
66,Murray,St,Rye,3941,Vic,{'latitude':,-38.3720319,'longitude':,144.7892101,House,3,1,0,AUSD,Prentice Real Estate,2017646938,8421,Prentice Real Estate,https://www.domain.com.au/real-estate-agencies/prenticerealestate-8421,https://www.domain.com.au/66-murray-street-rye-vic-3941-2017646938,1375000,,GM-4154-IR,0,0,0,Mornington Peninsula (S),Mornington Peninsula (S),81,3821,Baw Baw Shire Council,53502,Eastern Victoria,2,69
21,Sinclair,Av,Rye,3941,Vic,{'latitude':,-38.3740199,'longitude':,144.8184956,House,3,2,3,AUSD,S&L Rye,2017649928,7301,Stockdale & Leggo Rye,https://www.domain.com.au/real-estate-agencies/stockdaleleggorye-7301,https://www.domain.com.au/21-sinclair-avenue-rye-vic-3941-2017649928,1376000,,TP-6234-DA,0,0,0,Mornington Peninsula (S),Mornington Peninsula (S),81,3902,East Gippsland Shire Council,53601,Eastern Victoria,2,34
