Suburb,Postcode,Lat,Lng,Domain_id,medianSoldPrice,numberSold,highestSoldPrice,lowestSoldPrice,medianSaleListingPrice,numberSaleListing,highestSaleListingPrice,lowestSaleListingPrice,auctionNumberAuctioned,auctionNumberSold,auctionNumberWithdrawn,daysOnMarket,medianRentListingPrice,numberRentListing,highestRentListingPrice,lowestRentListingPrice
Huntingdale,3166,-37.9006677,145.0989646,19317,,4.0,1730000.0,936000.0,,7.0,1250000.0,1050000.0,3.0,3.0,,,505.0,14.0,750.0,350.0
Hurstbridge,3099,-37.5885255,145.2148736,19387,935000.0,23.0,2015000.0,735000.0,930000.0,27.0,2000000.0,680000.0,3.0,2.0,,27.0,,7.0,550.0,400.0
Illawarra,3381,-37.1716807,142.5745556,19427,,1.0,685000.0,685000.0,,,,,,,,,,,,
Illowa,3282,-38.2971689,142.3719834,19437,,,,,,3.0,1200000.0,115000.0,,,,,,1.0,470.0,470.0
Indented Head,3223,-38.1610488,144.6753231,19447,,8.0,1390000.0,755000.0,1140000.0,18.0,1600000.0,485000.0,2.0,1.0,,,560.0,10.0,3665.0,380.0
Indigo Valley,3688,-36.1542047,146.7299747,19477,,,,,,1.0,3500000.0,3500000.0,1.0,,,,,,,
Inglewood,3517,-36.515547,143.8671868,19497,,7.0,530000.0,200000.0,400000.0,17.0,725000.0,220000.0,,,,,,1.0,400.0,400.0
Ingliston,3342,-37.6114047,144.215646,19507,,,,,,2.0,4000000.0,1500000.0,,,,,,,,
Invergordon,3636,-36.102425,145.5136433,19537,,3.0,482000.0,300000.0,,2.0,475000.0,300000.0,,,,,,1.0,270.0,270.0
Inverleigh,3321,-38.1130535,143.9541563,19577,,5.0,1550000.0,790000.0,,8.0,1500000.0,750000.0,1.0,,,,,,,
Inverloch,3996,-38.6086874,145.7800733,19587,1050000.0,62.0,3420000.0,345000.0,1025000.0,103.0,3750000.0,345000.0,3.0,2.0,,65.0,480.0,20.0,1040.0,110.0
Ironbark,3550,-36.7665875,144.2920769,19677,,7.0,1500000.0,330000.0,650000.0,13.0,1450000.0,330000.0,,,,,350.0,18.0,570.0,240.0
Irymple,3498,-34.2495272,142.159382,19727,535000.0,22.0,1015000.0,283000.0,497000.0,51.0,1700000.0,265000.0,4.0,1.0,,36.0,435.0,14.0,650.0,200.0
Ivanhoe,3079,-37.7698427,145.0438252,19767,1510000.0,36.0,4525000.0,820000.0,1350000.0,69.0,6100000.0,649000.0,31.0,18.0,,26.0,525.0,98.0,1500.0,104.0
Ivanhoe East,3079,-37.7698427,145.0438252,19787,2075000.0,18.0,6000000.0,1674000.0,2330000.0,23.0,3095000.0,1600000.0,14.0,11.0,,,625.0,10.0,720.0,295.0
Jacana,3047,-37.6763574,144.9336544,19797,572000.0,16.0,710000.0,405000.0,555000.0,23.0,700000.0,380000.0,16.0,9.0,,,340.0,30.0,450.0,280.0
Jackass Flat,3556,-36.6478425,144.1938221,19827,,9.0,700000.0,448000.0,589000.0,27.0,680000.0,395000.0,,,,,433.0,12.0,450.0,380.0
Jan Juc,3228,-38.3419249,144.2374759,19897,1313000.0,12.0,1935000.0,935000.0,1363000.0,22.0,4450000.0,900000.0,7.0,4.0,,,720.0,15.0,1100.0,610.0
Jeeralang Junction,3840,-38.2671612,146.4495924,19977,,2.0,920000.0,775000.0,,2.0,945000.0,895000.0,,,,,,,,
Jeparit,3423,-36.134382,141.9791849,20027,,8.0,306000.0,75000.0,140000.0,15.0,300000.0,75000.0,,,,,,1.0,250.0,250.0
Johanna,3238,-38.7443167,143.4122052,20107,,1.0,665000.0,665000.0,,1.0,2200000.0,2200000.0,,,,,,,,
Johnsonville,3902,-37.8149759,147.8140428,20117,,4.0,575000.0,200000.0,,7.0,499000.0,170000.0,,,,,,,,
Jumbunna,3951,-38.5195374,145.7356129,20177,,,,,,1.0,498000.0,498000.0,,,,,,,,
Junction Village,3977,-38.1347885,145.2811778,20197,,5.0,822000.0,587000.0,663000.0,198.0,1061000.0,329000.0,,,,,,2.0,280.0,270.0
Kalimna,3909,-37.8136883,148.0299382,20287,480000.0,13.0,787000.0,320000.0,529000.0,23.0,1675000.0,350000.0,,,,,,4.0,460.0,280.0
Kalimna West,3909,-37.8136883,148.0299382,20297,,1.0,950000.0,950000.0,,1.0,950000.0,950000.0,,,,,,,,
Kalkallo,3064,-37.5424079,144.9391595,20307,635000.0,43.0,862000.0,60000.0,560000.0,216.0,950000.0,208000.0,5.0,4.0,,36.0,420.0,54.0,1962.0,350.0
Kallista,3791,-37.9051015,145.4111713,20337,1100000.0,11.0,1650000.0,710000.0,1050000.0,15.0,3500000.0,675000.0,1.0,1.0,,,,5.0,625.0,360.0
Kalorama,3766,-37.8194936,145.3862638,20347,,6.0,1438000.0,785000.0,800000.0,13.0,1500000.0,400000.0,1.0,,,,,1.0,575.0,575.0
Kangaroo Flat,3555,-36.808032,144.2483931,20447,531000.0,70.0,1030000.0,327000.0,550000.0,104.0,985000.0,285000.0,1.0,,,35.0,400.0,61.0,525.0,280.0
Kangaroo Ground,3097,-37.6897828,145.2369693,20467,,2.0,3150000.0,2750000.0,,6.0,4500000.0,1800000.0,,,,,,1.0,550.0,550.0
Kaniva,3419,-36.3672353,141.2213044,20527,,9.0,347000.0,113000.0,,7.0,330000.0,130000.0,,,,,,,,
Kardella South,3950,-38.4372473,145.8245558,20617,,1.0,895000.0,895000.0,,1.0,930000.0,930000.0,,,,,,,,
Katamatite,3649,-36.0834857,145.6911745,20707,,1.0,340000.0,340000.0,,3.0,450000.0,315000.0,,,,,,1.0,290.0,290.0
Katandra West,3634,-36.2266803,145.4250118,20737,,4.0,470000.0,140000.0,,3.0,470000.0,140000.0,,,,,,,,
Katunga,3640,-36.0111562,145.4693163,20777,,1.0,214000.0,214000.0,,2.0,365000.0,219000.0,,,,,,,,
Kealba,3021,-37.7435941,144.8016402,20817,660000.0,11.0,745000.0,452000.0,600000.0,18.0,890000.0,410000.0,6.0,3.0,,,385.0,20.0,480.0,290.0
Keilor,3036,-37.6912843,144.8126334,20857,1185000.0,25.0,2010000.0,830000.0,1290000.0,36.0,6500000.0,750000.0,20.0,18.0,,,460.0,17.0,950.0,390.0
Keilor Downs,3038,-37.7024727,144.7906484,20887,830000.0,33.0,1150000.0,605000.0,735000.0,51.0,1250000.0,500000.0,21.0,11.0,,66.0,410.0,41.0,999.0,310.0
Keilor East,3033,-37.7343192,144.8566207,20897,1095000.0,80.0,2400000.0,602000.0,870000.0,100.0,2350000.0,550000.0,67.0,56.0,,48.0,450.0,94.0,850.0,300.0
Keilor Lodge,3038,-37.7024727,144.7906484,20917,,2.0,1013000.0,950000.0,,2.0,860000.0,850000.0,2.0,2.0,,,,6.0,600.0,420.0
Keilor North,3036,-37.6912843,144.8126334,20927,,1.0,4900000.0,4900000.0,,1.0,620000.0,620000.0,,,,,,1.0,1600.0,1600.0
Keilor Park,3042,-37.7245197,144.8758725,20957,867000.0,10.0,1275000.0,743000.0,,15.0,1300000.0,680000.0,10.0,8.0,,,440.0,16.0,650.0,350.0
Kennett River,3234,-38.6077436,143.8454596,104347,,2.0,1125000.0,1100000.0,,3.0,1195000.0,1130000.0,,,,,,,,
Kensington,3031,-37.790896,144.9198932,21037,1181000.0,33.0,3300000.0,695000.0,993000.0,60.0,2900000.0,389000.0,37.0,20.0,,30.0,558.0,148.0,1500.0,325.0
Kew,3101,-37.803516,145.0328017,21137,2300000.0,88.0,8000000.0,150000.0,2425000.0,168.0,17000000.0,590000.0,69.0,41.0,,40.0,690.0,119.0,2500.0,200.0
Kew East,3102,-37.7922797,145.0548502,21167,2050000.0,21.0,3520000.0,940000.0,,25.0,3000000.0,1350000.0,23.0,19.0,,,675.0,27.0,2200.0,350.0
Keysborough,3173,-38.0042683,145.1706992,21197,945000.0,104.0,6372000.0,560000.0,900000.0,200.0,5985000.0,500000.0,64.0,34.0,,43.0,490.0,129.0,1695.0,350.0
Kialla,3631,-36.4324574,145.4693163,21237,675000.0,34.0,1400000.0,380000.0,601000.0,63.0,3000000.0,175000.0,2.0,1.0,,40.0,465.0,28.0,625.0,260.0
Kialla West,3631,-36.4324574,145.4693163,21287,,3.0,1070000.0,435000.0,,2.0,,,2.0,2.0,,,,1.0,280.0,280.0
Kilcunda,3995,-38.6238593,145.6023644,21337,,4.0,1250000.0,705000.0,1050000.0,12.0,2875000.0,699000.0,,,,,,1.0,450.0,450.0
Killarney,3283,-38.2179522,142.2337184,21397,,1.0,915000.0,915000.0,,3.0,1100000.0,735000.0,,,,,,,,
Killingworth,3717,-37.3030137,145.402868,21417,,2.0,1380000.0,850000.0,,1.0,1200000.0,1200000.0,,,,,,1.0,600.0,600.0
Kilmore,3764,-37.2531649,144.9171412,21447,600000.0,57.0,1500000.0,400000.0,581000.0,156.0,2500000.0,200000.0,5.0,4.0,,45.0,410.0,33.0,800.0,280.0
Kilmore East,3764,-37.2531649,144.9171412,21477,,1.0,840000.0,840000.0,,4.0,1850000.0,640000.0,,,,,,,,
Kilsyth,3137,-37.8253798,145.3198788,21497,790000.0,53.0,3600000.0,500000.0,740000.0,79.0,3650000.0,434000.0,7.0,6.0,,29.0,468.0,41.0,630.0,335.0
Kilsyth South,3137,-37.8253798,145.3198788,21527,,6.0,3150000.0,930000.0,1000000.0,13.0,3000000.0,650000.0,4.0,1.0,,,,2.0,480.0,420.0
Kinglake,3763,-37.5087273,145.3696628,21587,,6.0,1527000.0,710000.0,940000.0,13.0,1400000.0,650000.0,,,,,,2.0,500.0,420.0
Kinglake Central,3757,-37.4666309,145.1596592,21597,,2.0,1250000.0,1225000.0,,2.0,1250000.0,1100000.0,,,,,,1.0,500.0,500.0
Kinglake West,3757,-37.4666309,145.1596592,21617,,2.0,1275000.0,650000.0,,8.0,2900000.0,600000.0,,,,,,1.0,400.0,400.0
Kings Park,3021,-37.7435941,144.8016402,21657,640000.0,23.0,790000.0,425000.0,600000.0,35.0,750000.0,420000.0,6.0,4.0,,32.0,355.0,41.0,510.0,290.0
Kingsbury,3083,-37.6987006,145.0548502,21677,891000.0,12.0,1950000.0,785000.0,770000.0,19.0,2000000.0,445000.0,10.0,6.0,,,395.0,38.0,800.0,70.0
Kingsville,3012,-37.8146251,144.8456217,21717,1295000.0,19.0,1800000.0,570000.0,1050000.0,30.0,4000000.0,500000.0,18.0,14.0,,45.0,520.0,42.0,795.0,365.0
Kirkstall,3283,-38.2179522,142.2337184,21787,,,,,,2.0,900000.0,549000.0,,,,,,,,
Kirwans Bridge,3608,-36.7719697,145.1155133,21797,,2.0,1100000.0,980000.0,,,,,,,,,,,,
Knoxfield,3180,-37.8887649,145.250782,21867,999000.0,24.0,1442000.0,650000.0,825000.0,28.0,1150000.0,650000.0,10.0,6.0,,20.0,488.0,36.0,680.0,325.0
Kongwak,3951,-38.5195374,145.7356129,21927,,,,,,2.0,3900000.0,1300000.0,,,,,,,,
Koo Wee Rup,3981,-38.1825837,145.5912693,21947,700000.0,21.0,1000000.0,400000.0,650000.0,35.0,4000000.0,380000.0,,,,26.0,,4.0,550.0,330.0
Koondrook,3580,-35.6445701,144.1174856,22007,,5.0,350000.0,205000.0,275000.0,17.0,610000.0,65000.0,,,,,,,,
Koonwarra,3954,-38.5615123,145.9469958,22027,,1.0,625000.0,625000.0,,1.0,625000.0,625000.0,,,,,,,,
Koorlong,3501,-34.678204,142.318772,22057,,2.0,675000.0,400000.0,,2.0,630000.0,349000.0,,,,,,,,
Kooyong,3144,-37.8535148,145.0355574,22117,,1.0,2405000.0,2405000.0,,2.0,669000.0,669000.0,1.0,1.0,,,,3.0,2000.0,615.0
Korobeit,3341,-37.5934691,144.3248554,22137,,2.0,1500000.0,750000.0,,1.0,1400000.0,1400000.0,,,,,,,,
Koroit,3282,-38.2971689,142.3719834,22147,,8.0,650000.0,320000.0,590000.0,12.0,3000000.0,390000.0,1.0,1.0,,,,1.0,350.0,350.0
Korong Vale,3520,-36.3588489,143.7694626,22157,,2.0,188000.0,145000.0,,2.0,176000.0,135000.0,,,,,,,,
Korumburra,3950,-38.4372473,145.8245558,22187,630000.0,40.0,1380000.0,320000.0,550000.0,66.0,1850000.0,247000.0,,,,38.0,,7.0,470.0,260.0
Kurunjang,3337,-37.6095412,144.5875645,22327,515000.0,69.0,1180000.0,370000.0,500000.0,110.0,1500000.0,43000.0,7.0,6.0,,27.0,340.0,56.0,400.0,270.0
Kyabram,3620,-36.2508546,145.093449,22367,365000.0,35.0,960000.0,196000.0,436000.0,61.0,800000.0,31000.0,,,,76.0,300.0,13.0,430.0,16.0
Laanecoorie,3463,-36.9483008,143.9759139,22427,,2.0,465000.0,420000.0,,2.0,470000.0,465000.0,,,,,,,,
Labertouche,3816,-38.086187,145.7800733,22457,,2.0,1225000.0,425000.0,,2.0,1200000.0,395000.0,,,,,,1.0,510.0,510.0
Lake Boga,3584,-35.4661938,143.6285244,22567,,8.0,880000.0,85000.0,,7.0,883000.0,268000.0,,,,,,2.0,370.0,350.0
Lake Bolac,3351,-37.6978029,143.0029169,22577,,2.0,325000.0,227000.0,,4.0,325000.0,200000.0,,,,,,,,
Lake Bunga,3909,-37.8136883,148.0299382,22587,,1.0,790000.0,790000.0,,8.0,1185000.0,550000.0,,,,,,2.0,480.0,400.0
Lake Gardens,3355,-37.5089149,143.7911684,22677,745000.0,12.0,1438000.0,522000.0,785000.0,16.0,1350000.0,495000.0,,,,43.0,420.0,23.0,710.0,350.0
Lake Goldsmith,3373,-37.4528631,143.3474304,22687,,,,,,1.0,525000.0,525000.0,,,,,,,,
Lake Tyers Beach,3909,-37.8136883,148.0299382,22827,596000.0,11.0,1375000.0,465000.0,818000.0,14.0,1390000.0,485000.0,,,,,,3.0,425.0,290.0
Lakes Entrance,3909,-37.8136883,148.0299382,22907,530000.0,40.0,1620000.0,170000.0,540000.0,83.0,3000000.0,47000.0,,,,77.0,395.0,15.0,480.0,275.0
Lalbert,3542,-35.6565961,143.4122052,22927,,,,,,2.0,265000.0,130000.0,,,,,,,,
Lalor,3075,-37.6650543,145.0107588,22937,715000.0,77.0,1320000.0,530000.0,650000.0,115.0,1492000.0,350000.0,62.0,33.0,,46.0,375.0,141.0,650.0,300.0
Lancaster,3620,-36.2508546,145.093449,22977,,1.0,480000.0,480000.0,,1.0,475000.0,475000.0,,,,,,,,
Lancefield,3435,-37.2423687,144.7192376,22997,685000.0,15.0,2250000.0,575000.0,669000.0,39.0,7980000.0,290000.0,3.0,1.0,,55.0,,2.0,515.0,420.0
Landsborough,3384,-36.9882754,143.0888943,23007,,1.0,162000.0,162000.0,,1.0,169000.0,169000.0,,,,,,,,
Lang Lang,3984,-38.3114378,145.5579927,23027,710000.0,19.0,1361000.0,501000.0,695000.0,27.0,1000000.0,470000.0,1.0,,,32.0,,7.0,530.0,350.0
Langkoop,3318,-37.0613621,141.3050851,23097,,1.0,250000.0,250000.0,,,,,,,,,,,,
Langwarrin,3910,-38.1608986,145.1927835,23137,820000.0,114.0,2038000.0,517000.0,785000.0,152.0,2048000.0,450000.0,4.0,4.0,,22.0,460.0,37.0,700.0,292.0
Lara,3212,-38.0110859,144.4561033,23187,705000.0,77.0,1480000.0,325000.0,592000.0,261.0,3400000.0,220000.0,16.0,10.0,,25.0,460.0,81.0,850.0,230.0
Lardner,3821,-38.0844084,146.002705,23207,,1.0,720000.0,720000.0,,1.0,690000.0,690000.0,1.0,1.0,,,,,,
Lascelles,3487,-35.5546022,142.5959129,23237,,,,,,1.0,415000.0,415000.0,,,,,,,,
Launching Place,3139,-37.8251456,145.5579927,23247,755000.0,12.0,1420000.0,576000.0,720000.0,17.0,1550000.0,560000.0,,,,25.0,,1.0,375.0,375.0
Lavers Hill,3238,-38.7443167,143.4122052,23277,,1.0,990000.0,990000.0,,1.0,1850000.0,1850000.0,,,,,,,,
Laverton,3028,-37.8760399,144.7796581,23307,640000.0,37.0,795000.0,395000.0,570000.0,99.0,1400000.0,385000.0,5.0,4.0,,68.0,350.0,154.0,495.0,260.0
Leichardt,3516,-36.6251143,144.0194472,23427,,1.0,626000.0,626000.0,,1.0,620000.0,620000.0,,,,,,,,
Leitchville,3567,-35.9048344,144.2374759,23447,,1.0,210000.0,210000.0,,1.0,220000.0,220000.0,,,,,,,,
Leneva,3691,-36.2373927,146.9661233,23477,550000.0,11.0,665000.0,438000.0,523000.0,15.0,650000.0,230000.0,1.0,,,,,9.0,550.0,450.0
Leongatha,3953,-38.4586497,146.002705,23497,615000.0,23.0,975000.0,370000.0,590000.0,38.0,1100000.0,365000.0,,,,28.0,350.0,18.0,460.0,35.0
Leopold,3224,-38.1833957,144.4451578,23537,720000.0,58.0,1725000.0,487000.0,668000.0,101.0,3000000.0,275000.0,7.0,4.0,,22.0,440.0,45.0,590.0,150.0
Lethbridge,3332,-37.9633341,144.1065864,23587,,4.0,1165000.0,760000.0,,8.0,1930000.0,740000.0,,,,,,,,
Lilydale,3140,-37.7643547,145.3475331,23747,860000.0,88.0,2100000.0,446000.0,790000.0,142.0,1800000.0,88000.0,7.0,5.0,,21.0,440.0,34.0,680.0,375.0
Lima East,3673,-36.675664,146.1588712,23807,,1.0,655000.0,655000.0,,3.0,818000.0,600000.0,,,,,,,,
Lindenow,3865,-37.7994292,147.468383,23837,,1.0,450000.0,450000.0,,3.0,600000.0,400000.0,,,,,,,,
Linton,3360,-37.7370214,143.5202874,23947,,1.0,480000.0,480000.0,,2.0,480000.0,395000.0,,,,,,2.0,385.0,290.0
Lismore,3324,-37.8964298,143.3474304,23967,,1.0,275000.0,275000.0,,3.0,380000.0,250000.0,,,,,,,,
Little Hampton,3458,-37.459275,144.3685809,24017,,,,,,1.0,625000.0,625000.0,1.0,,,,,,,
Little River,3211,-37.9368044,144.4561033,24027,,6.0,1871000.0,720000.0,,12.0,2850000.0,698000.0,6.0,4.0,,,,1.0,490.0,490.0
Loch,3945,-38.3930465,145.6911745,24087,,3.0,569000.0,355000.0,,4.0,1100000.0,506000.0,,,,,,,,
Lockington,3563,-36.2606223,144.4999001,24137,,4.0,350000.0,220000.0,,5.0,370000.0,240000.0,,,,,,,,
Logan,3475,-36.6942531,143.5202874,24227,,,,,,9.0,818000.0,270000.0,,,,,,,,
Long Forest,3340,-37.7356162,144.4123303,24247,,2.0,1240000.0,1160000.0,,2.0,1149000.0,1080000.0,,,,,,,,
Long Gully,3550,-36.7665875,144.2920769,24257,414000.0,22.0,715000.0,358000.0,395000.0,30.0,690000.0,340000.0,,,,25.0,390.0,23.0,600.0,180.0
Longwarry,3816,-38.086187,145.7800733,24327,580000.0,21.0,1200000.0,460000.0,546000.0,34.0,1250000.0,390000.0,,,,11.0,,5.0,420.0,335.0
Lorne,3232,-38.528668,143.9324048,24367,1890000.0,16.0,6100000.0,1115000.0,1800000.0,18.0,4000000.0,848000.0,10.0,3.0,,28.0,,1.0,725.0,725.0
Lovely Banks,3213,-37.9873525,144.2811537,104367,958000.0,12.0,2825000.0,295000.0,790000.0,15.0,3000000.0,290000.0,3.0,2.0,,,,4.0,750.0,350.0
Lower Plenty,3093,-37.7393287,145.112755,24457,1200000.0,13.0,2400000.0,565000.0,1113000.0,20.0,4000000.0,550000.0,9.0,5.0,,37.0,480.0,11.0,640.0,350.0
Lubeck,3385,-36.9066682,142.6600232,63897,,1.0,370000.0,370000.0,,2.0,380000.0,75000.0,,,,,,,,
Lucas,3350,-37.5691087,143.8563224,144637,645000.0,24.0,865000.0,510000.0,595000.0,50.0,1050000.0,250000.0,,,,42.0,440.0,48.0,580.0,300.0
Lucknow,3875,-37.6874281,147.5532762,24497,,2.0,470000.0,350000.0,,9.0,2500000.0,250000.0,,,,,,3.0,510.0,380.0
Lurg,3673,-36.675664,146.1588712,24517,,,,,,1.0,600000.0,600000.0,,,,,,,,
Lynbrook,3975,-38.0704681,145.2424941,24557,732000.0,20.0,940000.0,550000.0,720000.0,52.0,1450000.0,480000.0,1.0,,,30.0,450.0,34.0,1673.0,360.0
Lyndhurst,3975,-38.0704681,145.2424941,24577,895000.0,48.0,1815000.0,517000.0,840000.0,68.0,1350000.0,475000.0,21.0,5.0,,23.0,450.0,48.0,850.0,365.0
Lyonville,3461,-37.286475,144.1938221,24597,,4.0,884000.0,525000.0,,5.0,1050000.0,525000.0,1.0,,,,,,,
Lysterfield,3156,-37.9368007,145.3032906,24607,1160000.0,21.0,2525000.0,729000.0,1000000.0,39.0,6500000.0,730000.0,8.0,3.0,,27.0,,7.0,870.0,400.0
Lysterfield South,3156,-37.9368007,145.3032906,24617,,4.0,2211000.0,1450000.0,,8.0,4000000.0,1525000.0,,,,,,1.0,765.0,765.0
MacArthur,3286,-38.0490245,141.9791849,24637,,1.0,,,,3.0,450000.0,215000.0,,,,,,,,
Macclesfield,3782,-37.9137981,145.4582381,24647,,6.0,2775000.0,1000000.0,,5.0,2700000.0,1300000.0,,,,,,1.0,650.0,650.0
Macedon,3440,-37.4205517,144.5546793,24657,,5.0,2055000.0,955000.0,1463000.0,17.0,4500000.0,950000.0,1.0,1.0,,,,2.0,850.0,610.0
Macleod,3085,-37.7248812,145.0769045,24687,1105000.0,25.0,2001000.0,620000.0,1020000.0,35.0,1800000.0,590000.0,18.0,10.0,,39.0,458.0,44.0,750.0,104.0
Maddingley,3340,-37.7356162,144.4123303,24767,598000.0,32.0,920000.0,299000.0,579000.0,73.0,1895000.0,299000.0,,,,56.0,420.0,29.0,530.0,335.0
Maffra,3860,-37.6951451,146.9661233,24807,401000.0,30.0,760000.0,250000.0,415000.0,46.0,2300000.0,250000.0,3.0,2.0,,51.0,350.0,10.0,557.0,270.0
Magpie,3352,-37.7122033,143.8671868,24847,,,,,,1.0,1595000.0,1595000.0,,,,,,,,
Maidstone,3012,-37.8146251,144.8456217,24877,800000.0,38.0,1900000.0,525000.0,780000.0,72.0,1450000.0,520000.0,33.0,20.0,,46.0,450.0,119.0,1000.0,250.0
Mailors Flat,3275,-38.2901504,142.4625357,24897,,2.0,880000.0,550000.0,,2.0,578000.0,578000.0,1.0,1.0,,,,,,
Main Ridge,3928,-38.4018779,144.9721978,24937,,2.0,5000000.0,3440000.0,,2.0,4400000.0,2850000.0,,,,,,,,
Maldon,3463,-36.9483008,143.9759139,25007,,8.0,775000.0,416000.0,650000.0,21.0,2000000.0,420000.0,,,,,,7.0,500.0,375.0
Mallacoota,3892,-37.5130708,149.7718067,25017,605000.0,12.0,1045000.0,120000.0,760000.0,19.0,1250000.0,425000.0,,,,,2000.0,13.0,3500.0,850.0
Malmsbury,3446,-37.1840298,144.3576473,25037,850000.0,11.0,1255000.0,660000.0,795000.0,18.0,1230000.0,600000.0,1.0,1.0,,,,2.0,530.0,520.0
Malvern,3144,-37.8535148,145.0355574,25047,2643000.0,41.0,7000000.0,653000.0,2150000.0,55.0,7350000.0,600000.0,32.0,24.0,,53.0,800.0,51.0,2500.0,360.0
Malvern East,3145,-37.8763981,145.0548502,25077,2210000.0,77.0,5620000.0,575000.0,1625000.0,122.0,5695000.0,169000.0,70.0,40.0,,38.0,595.0,123.0,2900.0,225.0
Mambourin,3024,-37.8706337,144.5875645,25107,615000.0,14.0,932000.0,550000.0,568000.0,294.0,930000.0,239000.0,1.0,,,,363.0,44.0,450.0,330.0
Manangatang,3546,-35.0979662,142.9599661,25117,,2.0,110000.0,80000.0,,3.0,180000.0,80000.0,,,,,,,,
Mandurang,3551,-36.8021738,144.4779988,25137,,4.0,1375000.0,465000.0,,6.0,1450000.0,420000.0,,,,,,,,
Manifold Heights,3218,-38.1180538,144.2047333,25177,,8.0,1800000.0,650000.0,,10.0,1795000.0,580000.0,7.0,5.0,,,415.0,12.0,600.0,365.0
Mannerim,3222,-38.2049453,144.5875645,25187,,1.0,2675000.0,2675000.0,,1.0,2550000.0,2550000.0,1.0,1.0,,,,,,
Mansfield,3722,-37.0313019,146.1365456,25237,805000.0,31.0,2010000.0,511000.0,765000.0,50.0,3500000.0,430000.0,,,,40.0,458.0,20.0,750.0,320.0
Marengo,3233,-38.7494709,143.6285244,25297,,2.0,1950000.0,1646000.0,,5.0,2500000.0,820000.0,,,,,,2.0,1800.0,600.0
Maribyrnong,3032,-37.7773364,144.9006313,25307,1280000.0,36.0,2070000.0,605000.0,900000.0,68.0,1800000.0,320000.0,33.0,22.0,,46.0,470.0,119.0,1000.0,180.0
Marnoo,3387,-36.8204775,142.8312661,25387,,,,,,1.0,230000.0,230000.0,,,,,,,,
Marong,3515,-36.8284445,144.0630048,25427,675000.0,11.0,2100000.0,465000.0,527000.0,51.0,1600000.0,249000.0,,,,,,3.0,500.0,300.0
Marshall,3216,-38.1747227,144.3139277,25477,,9.0,1150000.0,605000.0,647000.0,14.0,1200000.0,487000.0,2.0,2.0,,,450.0,17.0,550.0,210.0
Maryborough,3465,-37.0550295,143.6935405,25497,383000.0,50.0,730000.0,205000.0,385000.0,100.0,1088000.0,73000.0,,,,41.0,315.0,29.0,420.0,240.0
Maryknoll,3812,-38.0817495,145.5690835,25507,,1.0,1902000.0,1902000.0,,1.0,1785000.0,1785000.0,,,,,,,,
Marysville,3779,-37.6356131,146.0696009,25517,,3.0,1250000.0,635000.0,980000.0,14.0,1750000.0,535000.0,,,,,,,,
Maude,3331,-37.9939081,144.1938221,25557,,,,,,1.0,800000.0,800000.0,,,,,,,,
McCrae,3938,-38.3562816,144.9336544,25587,1210000.0,33.0,2870000.0,459000.0,1200000.0,51.0,3450000.0,780000.0,25.0,19.0,,47.0,,9.0,920.0,420.0
McIntyre,3472,-36.8747643,143.6068646,25607,,,,,,1.0,760000.0,760000.0,,,,,,,,
McKenzie Hill,3451,-37.0991896,144.1938221,25647,,7.0,1030000.0,606000.0,,8.0,995000.0,595000.0,,,,,,1.0,525.0,525.0
McKinnon,3204,-37.9193526,145.0438252,25657,1710000.0,15.0,2950000.0,900000.0,1350000.0,33.0,2955000.0,670000.0,13.0,9.0,,,740.0,43.0,1150.0,400.0
Mcloughlins Beach,3874,-38.5234965,146.8985944,25667,,3.0,399000.0,275000.0,,5.0,519000.0,285000.0,,,,,,1.0,315.0,315.0
Mcmahons Creek,3799,-37.6990844,145.8023118,25677,,5.0,1250000.0,430000.0,,7.0,1200000.0,350000.0,,,,,,1.0,290.0,290.0
Mead,3568,-35.8021206,144.215646,25697,,,,,,1.0,1700000.0,1700000.0,,,,,,,,
Meadow Heights,3048,-37.6539007,144.9226452,25717,578000.0,51.0,795000.0,350000.0,550000.0,88.0,1300000.0,335000.0,20.0,11.0,,46.0,370.0,80.0,600.0,250.0
Meeniyan,3956,-38.675332,145.8690603,25747,,5.0,1200000.0,475000.0,,8.0,1200000.0,475000.0,,,,,,,,
Melbourne,3000,-37.8152065,144.963937,25807,,5.0,638000.0,305000.0,490000.0,22.0,789000.0,28000.0,,,,,350.0,41.0,900.0,35.0
Melton,3337,-37.6095412,144.5875645,25957,475000.0,52.0,1320000.0,305000.0,469000.0,96.0,4988000.0,280000.0,14.0,5.0,,30.0,325.0,105.0,450.0,260.0
Melton South,3338,-37.7810237,144.5437205,25997,498000.0,84.0,950000.0,340000.0,544000.0,246.0,1500000.0,245000.0,25.0,15.0,,56.0,328.0,160.0,460.0,270.0
Melton West,3337,-37.6095412,144.5875645,26007,550000.0,62.0,1100000.0,325000.0,537000.0,95.0,2500000.0,310000.0,15.0,8.0,,26.0,350.0,63.0,450.0,270.0
Mentone,3194,-37.9786189,145.0741474,26087,1400000.0,47.0,4880000.0,373000.0,1200000.0,73.0,4200000.0,340000.0,37.0,23.0,,72.0,528.0,72.0,1400.0,280.0
Menzies Creek,3159,-37.9225135,145.3862638,26107,,4.0,1478000.0,990000.0,975000.0,10.0,1290000.0,745000.0,,,,,,1.0,650.0,650.0
Merbein,3505,-34.189156,141.8100218,26157,317000.0,12.0,455000.0,163000.0,299000.0,14.0,430000.0,119000.0,2.0,2.0,,,,4.0,380.0,220.0
